Species,Stock.or.Area,Year,Month,Day,Interaction.Type,County.Locale,STATE,Initial.Injury.Assessment,Comments,Final.Injury.Assessment,SI.Criteria.Supporting.Assessment,SI.Proration.Value,COUNT.AGAINST.LOF,COUNT.AGAINST.PBR
MINKE WHALE,CA-OR-WA,2010,4,17,GILLNET FISHERY,MONTEREY,CA,SI (PRORATE),ROPE & NETTING AROUND HEAD AREA,SI (PRORATE),L10,0.75,Y,Y
MINKE WHALE,CA-OR-WA,2011,12,18,CA SWORDFISH DRIFT GILLNET FISHERY,SAN DIEGO,CA,NSI,ANIMAL DISENTANGLED AND RELEASED WITHOUT TRAILING GEAR.,NSI,L3,0,N,N
MINKE WHALE,CA-OR-WA,2014,6,6,MARINE DEBRIS,MENDOCINO,CA,SI,"ANIMAL REPORTED LIVE ON BEACH ROCKS WITH BLOOD COMING FROM DIFFERENT PARTS OF THE BODY. THE ANIMAL HAD BRUISING IN THE THORACIC AREA WHERE THERE WAS EVIDENCE OF HUMAN INTERACTION, THOUGHT TO BE A METAL CABLE OF SOME KIND, THAT FRACTURED THE VERTEBRA IN THAT AREA. USED CRITERIA L5A DUE TO EVIDENCE OF BLOOD COMING FROM BODY.",DEAD,L5A,1,N,Y
MINKE WHALE,CA-OR-WA,2017,5,28,SHOOTING,PACIFIC,WA,DEAD,TREMENDOUS HEMORRHAGE ASSOCIATED WITH BEING SHOT THROUGH LEFT SKULL; EXTENSIVE HEMORRHAGE ON LEFT DORSAL THORAX AND LEFT FLIPPER; RIGHT SIDE OF WHALE COULD NOT BE EXAMINED (HEAVY EQUIPMENT REQUIRED),DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,1,28,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,RED PACKING STRAP CUTTING DEEP INTO NECK; ANIMAL HAULED OUT ON NORTHERN ELEPHANT SEAL ROOKERY IN VICINITY OF OTHER ANIMALS; FINAL STATUS UNKNOWN,SI,P8A,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,3,27,SHOOTING,CLALLAM,WA,DEAD,ANIMAL APPEARED TO HAVE BEEN SHOT IN RIGHT SIDE OF HEAD,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,6,2,MARINE DEBRIS,LOS ANGELES,CA,SI,"PLASTIC FRAGMENTS AROUND HEAD & NECK; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,6,13,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISH HOOK IN ESOPHAGUS, ATTACHED FISHING LINE DOWN THROAT; MORTALITY (ANIMAL DIED IN REHAB, CAUSE OF DEATH = HEAVY GASTRIC AND PULMONARY PARASITISM)",DEAD,P2,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,7,13,ENTRAPMENT,VENTURA,CA,DEAD,CARCASS DISCOVERED UNDER INVERTED TRASH CAN; IT IS BELIEVED THAT THE ANIMAL HAULED OUT ALIVE THE PREVIOUS EVENING & THAT MEMBER OF PUBLIC PLACED THE INVERTED TRASH CAN OVER THE ANIMAL; CAUSE OF DEATH = SUFFOCATION OR HEAT PROSTRATION,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,10,26,CA SWORDFISH DRIFT GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,11,15,STAB WOUNDS,DEL NORTE,CA,SI,"ANIMAL HAULED OUT IN HARBOR, STABBED IN LEFT EYE WITH SHARP OBJECT BY UNKNOWN PERSON ON 10TH DAY OF HAULOUT; MORTALITY (ANIMAL DIED IN REHAB FROM COMPLICATIONS FROM EYE INJURY)",DEAD,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,12,20,VEHICLE COLLISION,SAN MATEO,CA,DEAD,CARCASS REMOVED FROM SHOULDER OF HIGHWAY 1; NECROPSY REVEALED INTERNAL INJURIES CONSISTENT WITH VEHICLE COLLISION,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,12,30,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,SUBADULT ANIMAL HAULED OUT ON ELEPHANT SEAL ROOKERY; SINGLE LOOP OF 3- STRAND ROPE EMBEDDED IN NECK; NO RESCUE INITIATED; FINAL STATUS UNKNOWN,SI,P8A,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2007,12,31,VEHICLE COLLISION,SAN LUIS OBISPO,CA,DEAD,CARCASS REMOVED FROM HIGHWAY 1 BY CALTRANS; SUSPECTED VEHICLE COLLISION,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2008,4,16,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,LIVE ANIMAL ON ELEPHANT SEAL ROOKERY; ROPE FRAGMENT AROUND NECK; NO RESCUE EFFORT INITIATED DUE TO PRESENCE OF OTHER ANIMALS; FINAL STATUS UNKNOWN,SI,P8A,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2008,5,3,SHOOTING,SAN LUIS OBISPO,CA,DEAD,CARCASS; GUNSHOT WOUND TO HEAD,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2008,5,3,SHOOTING,SAN LUIS OBISPO,CA,DEAD,CARCASS; GUNSHOT WOUND TO HEAD,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2008,5,3,SHOOTING,SAN LUIS OBISPO,CA,DEAD,CARCASS; GUNSHOT WOUND TO HEAD,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2008,5,10,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,LIVE ANIMAL ON ELEPHANT SEAL ROOKERY; PACKING STRAP AROUND NECK; NO RESCUE EFFORT INITIATED DUE TO PRESENCE OF OTHER ANIMALS; FINAL STATUS UNKNOWN,SI,P8A,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2008,5,27,MARINE DEBRIS,MARIN,CA,SI,LIVE ANIMAL; PLASTIC STRAP AROUND NECK; ANIMAL CONTINUOUSLY IN & OUT OF WATER; NO RESCUE EFFORT INITIATED; FINAL STATUS UNKNOWN,SI,P8A,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2008,6,1,VESSEL STRIKE,LOS ANGELES,CA,DEAD,CARCASS; HEALED PROPELLER WOUNDS DOWN LENGTH OF BACK; CAUSE OF DEATH = UNKNOWN,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2008,7,17,MARINE DEBRIS,SAN DIEGO,CA,DEAD,CARCASS; ROPE TIGHTLY WOUND AROUND NECK,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2008,10,30,VEHICLE COLLISION,ALAMEDA,CA,DEAD,"LIVE ANIMAL IN MIDDLE OF ROAD, HIT BY CAR; MORTALITY",DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,1,25,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,LIVE ANIMAL ON ESTABLISHED ELEPHANT SEAL ROOKERY; PACKING STRAP AROUND NECK; ADULT FEMALE WITH DEPENDENT PUP; UNABLE TO DISENTANGLE ADULT DUE TO PRESENCE OF THIS & OTHER PUPS; FINAL STATUS UNKNOWN,SI,P8A,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,2,6,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,FISH HOOK WITH ATTACHED LINE & SINKERS IN LEFT REAR FLIPPER; ANOTHER FISH HOOK EMBEDDED JUST ABOVE RIGHT EYE; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = GASTROINTESTINAL PARASITISM),DEAD,P5B,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,2,15,HOOK AND LINE FISHERY,MONTEREY,CA,SI,MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO INTRASPECIES TRAUMA & OSTEOMYELITIS IN REAR FLIPPER BONES; NECROPSY REVEALED FISH HOOK & ATTACHED LINE IN STOMACH),DEAD,P2,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,3,10,LOBSTER TRAP ENTANGLEMENT,VENTURA,CA,SI,ANIMAL ENTANGLED IN LOBSTER TRAP GEAR; ROPE & BUOY WRAPPED AROUND ANIMAL'S NECK; 75 FEET OF ROPE EXTENDING FROM ANIMAL TO TRAP; GEAR TYPE CONFIRMED BY OWNER; NON-FATAL INJURY (ANIMAL DISENTANGLED ON SITE & RELEASED),NSI,P7B,0,Y,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,3,27,MARINE DEBRIS,LOS ANGELES,CA,SI,PLASTIC TRASH BAG WRAPPED AROUND HEAD; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,4,22,MARINE DEBRIS,LOS ANGELES,CA,NSI,"FISH HOOK IN BACK; MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED SEVERAL PIECES OF SMALL, IRREGULAR-SHAPED, HARD, WHITE, SHARP-EDGED FOREIGN SUBSTANCES SIMILAR TO HARD PLASTIC IN STOMACH)",DEAD,P2,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,5,13,MARINE DEBRIS,SAN DIEGO,CA,DEAD,MONOFILAMENT LINE-LIKE LINEAR LACERATION EXTENDING INTO MUSCLE ON VENTRUM NEAR FLIPPERS; CARCASS EXAMINED BY SWFSC.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,5,16,POWER PLANT ENTRAINMENT,VENTURA,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,5,30,MARINE DEBRIS,SAN MATEO,CA,SI,GREEN PACKING STRAP AROUND NECK; NON-FATAL INJURY (ANIMAL DISENTANGLED & RELEASED ON SITE),NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,6,14,HOOK AND LINE FISHERY,COOS,OR,SI,FISH HOOK WAS IN THE GUM ABOVE THE RIGHT CANINE TOOTH. TRANSPORTED TO CAPTIVE DISPLAY FACILITY.,NSI,P5C,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,8,28,LIMITED ENTRY TRAWL BOTTOM TRAWL,OFFSHORE,OR,DEAD,NWFSC GROUNDFISH OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,9,23,HOOK AND LINE FISHERY,KING,WA,NSI,ANIMAL HAULED OUT FROM 9/18-9/21. SHE IS A HEALTHY JUVENILE NES WITH NO FISHERY INTERACTION AT THAT TIME. ONE 9/23 SHE WAS REPORTED TO SEATTLE PD WITH A HOOK AND LINE WITH A FISH ON IT. WDFW RESPONDED AND REMOVED THE HOOK AND LINE WITH A CATCH POLE. ANIMAL WAS DEEMED HEALTHY AND IT WENT BACK INTO THE WATER LATER THAT EVENING.,NSI,P5C,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,9,24,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,LIVE ANIMAL ON ESTABLISHED ELEPHANT SEAL ROOKERY; WHITE PACKING STRAP AROUND NECK; NON-FATAL INJURY (ANIMAL DISENTANGLED & RELEASED ON SITE),NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,9,28,AT-SEA HAKE PELAGIC TRAWL,OFFSHORE,OR,DEAD,AT-SEA HAKE OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,10,24,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,LIVE ANIMAL IN ESTABLISHED ELEPHANT SEAL ROOKERY; WHITE PACKING STRAP AROUND NECK; NON-FATAL INJURY (ANIMAL DISENTANGLED & RELEASED ON SITE),NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2009,11,23,GILLNET FISHERY,MARIN,CA,SI,LIVE ANIMAL ON ESTABLISHED ELEPHANT SEAL ROOKERY; GILLNET FRAGMENT AROUND NECK; UNABLE TO RESCUE DUE TO PROXIMITY TO OTHER ANIMALS ON ROOKERY; FINAL STATUS UNKNOWN,SI,P8A,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2010,2,2,SHOOTING,PACIFIC,WA,SI,"SEAL REPORTED ALIVE ON THE BEACH IN DISTRESS ON 2/2/10. WDFW RESPONDED, BULLET FOUND IN LOWER BRAIN CAVITY.",DEAD,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2010,2,2,SHOOTING,PACIFIC,WA,DEAD,BULLET FOUND IN BRAIN CAVITY,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2010,2,28,HARASSMENT,SANTA CRUZ,CA,SI,"ILLEGAL REMOVAL FROM BEACH. PUP FOUND IN A LAUNDRY ROOM ON A DOG BED, TAKEN INTO REHAB, TREATED AND RELEASED.",SI,P14,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2010,3,31,POWER PLANT ENTRAINMENT,VENTURA,CA,DEAD,FOUND IN POWER STATION'S INTAKE TAKE,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2010,5,8,LIMITED ENTRY SABLEFISH HOOK AND LINE,OFFSHORE,CA,SI,"TANGLED IN GROUNDLINE. STRUGGLED FREE AS ANIMAL NEARED THE SURFACE. SWAM AWAY SLOWLY, ANIMAL SEEN TO TAKE A BREATH AT THE SURFACE. SOME SCRATCHES ON THE TORSO FROM THE LINE. OBSERVER PROGRAM. DESIGNATED AS SERIOUS INJURY AS AMOUNT OF TIME ENTANGLED UNDERWATER IS UNKNOWN.",SI,P7B,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2010,5,9,MARINE DEBRIS,MONTEREY,CA,SI,"PLASTIC LODGED IN THROAT. ANIMAL TAKEN INTO REHAB, TREATED AND RELEASED",NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2010,8,26,AT-SEA HAKE PELAGIC TRAWL,OFFSHORE,OR,DEAD,AT-SEA HAKE OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2010,10,6,MARINE DEBRIS,SAN MATEO,CA,SI,"WIDE BLACK FLEXIBLE RUBBER BAND/BELT 1 1/4"" WIDE X 32"" LONG X 1/4 CM THICK) WRAPPED AROUND NECK. GOOD BODY CONDITION, ENTANGLEMENT WAS SLIPPED OVER HEAD WITHOUT CUTTING BAND. DISENTANGLED BY VETERINARIAN RESEARCH TEAM",NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2010,10,22,AT-SEA HAKE PELAGIC TRAWL,OFFSHORE,OR,DEAD,AT-SEA HAKE OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2011,1,20,MARINE DEBRIS,MARIN,CA,SI,"ANIMAL ENTANGLED IN 1/2"" ROPE NETTING AROUND NECK. DISENTANGLED, IMMEDIATE RELEASE ON SITE.",NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2011,3,21,CATCH SHARES HOOK AND LINE,OFFSHORE,OR,DEAD,NWFSC GROUNDFISH OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2011,3,25,CATCH SHARES HOOK AND LINE,OFFSHORE,OR,DEAD,NWFSC GROUNDFISH OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2011,4,3,SCIENTIFIC RESEARCH,SAN MATEO,CA,DEAD,ANIMAL DIED UNDER ANAESTHESIA,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2011,4,8,OIL / TAR,ORANGE,CA,SI,UNDERWEIGHT ANIMAL WITH TAR ON MUZZLE AND EYE. TAKEN INTO REHAB CENTER FOR TREATMENT,SI,P9,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2011,6,26,CATCH SHARES BOTTOM TRAWL,OFFSHORE,WA,DEAD,NWFSC GROUNDFISH OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2011,7,19,SHORESIDE HAKE MIDWATER TRAWL,OFFSHORE,OR,DEAD,NWFSC GROUNDFISH OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2011,11,8,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,"ENTANGLED WITH GREEN PACKING STRAP AROUND NECK, MILDLY UNDERWEIGHT. VETERINARY STAFF DISENTANGLED AND IMMEDIATELY RELEASED AT STRANDING SITE",SI,"P1, P7B",1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,1,1,SHOOTING,PACIFIC,WA,DEAD,A BULLET HOLE WITH ASSOC. HEMORRHAGE AT STERNUM.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,1,10,MARINE DEBRIS,MARIN,CA,SI,"ENTANGLEMENT AROUND NECK, DISENTANGLED ON SITE.; ORIGINALLY OBSERVED ENTANGLED 11/16/2009",NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,2,21,SHOOTING,CLATSOP,OR,DEAD,"BULLET HOLES IN HEAD AND BODY WITH ASSOCIATED HEMORRHAGE; TREMENDOUS HEMORRHAGE AT NECK, FLIPPERS, AND BETWEEN DORSAL SCAPULAE; INTESTINES TWISTED; HEART SEEMED SMALL AND HAD A RIP ACROSS RIGHT VENTRICLE.",DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,3,26,OIL / TAR,ORANGE,CA,SI,"MALNUTRITION, DEHYDRATION, TAR ON RIGHT SIDE OF FACE. TAKEN INTO REHAB, TREATED AND RELEASED. TAGGED WITH ROTOTAG #22335.",NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,6,12,SHOOTING,PACIFIC,WA,DEAD,CLEAR ENTRANCE AND EXIT BULLET HOLES WITH ASSOCIATED HEMORRHAGING IN BODY; GAFF CUT ON ABDOMEN; HEAD GONE; BLOOD IN THORACIC AND ABDOMINAL CAVITIES.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,7,3,VESSEL STRIKE,DEL NORTE,CA,SI,"UNDERWEIGHT, LACERATION ON LEFT SHOULDER FROM POSSIBLE BOAT STRIKE, UNDERWEIGHT, BLEEDING FROM NOSE. ANIMAL TAKEN INTO REHAB, TREATED AND RELEASED. TAGGED WITH ORANGE ROTOTAG #7529.",NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,7,25,SHOOTING,PACIFIC,WA,DEAD,"EXCELLENT BODY CONDITION. TWO BULLET HOLES WITH ASSOCIATED TRACKS AND HEMORRHAGE IN NECK; HEMORRHAGE AT RIGHT LATERAL JAW, RIGHT LUNG, AND KIDNEYS, SIGNIFICANT BLOOD IN ABDOMINAL CAVITY.",DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,9,6,LIMITED ENTRY SABLEFISH HOOK AND LINE,OFFSHORE,CA,DEAD,NWFSC GROUNDFISH OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,10,12,AT-SEA HAKE PELAGIC TRAWL,OFFSHORE,OR,DEAD,AT-SEA HAKE OBSERVER PROGRAM,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,10,14,AK BSAI ATKA MACKEREL TRAWL,OFFSHORE,AK,DEAD,CAUGHT AND KILLED IN TRAWL GEAR.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2012,10,23,UNIDENTIFIED FISHERY INTERACTION,OFFSHORE,AK,DEAD,A DEAD NORTHERN ELEPHANT SEAL WAS FOUND IN A FISHING VESSEL'S TANK DURING OFFLOAD.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,1,27,HARASSMENT,MARIN,CA,NSI,"HARASSED MALNUTRITION, TRAUMA, FULL BLACKCOAT, HARASSED BY PEOPLE - PLACED BACK IN WATER BY PUBLIC WITH TOWEL, MODERATELY UNDERWEIGHT, SUNKEN EYES.",NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,2,10,MARINE DEBRIS,UNKNOWN,CA,NSI,"MARINE DEBRIS ENTANGLEMENT, PREVIOUS ENTANGLEMENT INFECTION. ANIMAL WAS POLE SYRINGED. THERE WAS AN EXAMINATION OF THE WOUND ON THE NECK. THERE WAS THOUGHT TO BE A DEEPLY IMBEDDED ENTANGLEMENT. SEVERAL INCISIONS WERE MADE TO LOCATE THE ENTANGLEMENT. NO ENTANGLEMENT WAS FOUND AND THE WOUND WAS SCRUBBED WITH BETADINE. PREVIOUS TAG WAS FOUND WHEN ATTEMPTING TO TAG AGAIN. ANIMAL WAS PREVIOUSLY ENTANGLED AND DISENTANGLED ON 11/10/2011 AT THE SAME LOCATION.",NSI,P7B,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,2,28,HARASSMENT,MONTEREY,CA,NSI,"HARASSMENT, MALNUTRITION.",NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,3,21,HARASSMENT,MONTEREY,CA,SI,"HARASSED BY PEOPLE AND DOGS, EMACIATED, MATERNAL SEPARATION.",SI,P14,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,3,27,HARASSMENT,SANTA CRUZ,CA,NSI,"HARASSED BY PEOPLE AND DOGS, EMACIATED, MATERNAL SEPARATION.",SI,P14,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,5,4,AK BSAI FLATFISH TRAWL,OFFSHORE,AK,DEAD,AN ELEPHANT SEAL WAS CAUGHT AND KILLED BY TRAWL GEAR.,DEAD,NA,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,6,24,UNIDENTIFIED NET FISHERY,MONTEREY,CA,SI,"NYLON NETTING ENTANGLEMENT AROUND UPPER BODY, DISENTANGLED ON SITE.",NSI,"P7B, P8A",0,Y,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,9,15,AT-SEA HAKE PELAGIC TRAWL,OFFSHORE,OR,NSI,"LIVE ELEPHANT SEAL BROUGHT ON BOARD, UNIFORM DARK COLORATION WITH DARK WHISKERS. HAD A PINK TAG ON HIND FLIPPERS #N854. RELEASED ALIVE.",NSI,P4,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,9,30,POWER PLANT ENTRAINMENT,SAN LUIS OBISPO,CA,NSI,ENTRAINMENT DIRECT OBSERVATION. THE ANIMAL WAS DISCOVERED IN DIABLO CANON POWER PLANT INTAKE STRUCTURE FOREBAY. THE SEAL WAS HEALTHY AND APPEARED UNINJURED. IT WAS EVALUATED AND HELD OVERNIGHT BEFORE BEING RELEASED THE FOLLOWING DAY.,NSI,P9,0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,10,12,VESSEL STRIKE,SAN FRANCISCO,CA,DEAD,SKULL IN MANY PIECES WITH HEMORRHAGE IN TISSUES OVER TOP OF CRANIUM.,DEAD,NA,1,N,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,10,21,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,"HARD WHITE PLASTIC ENTANGLEMENT AROUND NECK. ENTANGLEMENT REMOVED DURING PHYSICAL RESTRAINT IN THE FIELD DURING SRO RESCUE, NOT TAGGED.",NSI,"P8A, P7B",0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,10,24,MARINE DEBRIS,SAN MATEO,CA,SI,"BLACK 1/4 INCH PACKING STRAP ENTANGLED AROUND NECK, CUTTING IN ABOUT 4 INCHES VENTRALLY. FIELD SEDATION USED DURING SRO RESCUE, IMMEDIATE RELEASE ON BEACH. SPECIMENS COLLECTED.",NSI,"P8A, P7B",0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,10,31,MARINE DEBRIS,SAN MATEO,CA,SI,"PACKING STRAP ENTANGLEMENT. ANIMAL SIGHTED DURING ANO NUEVO ISLAND SEA LION CAPTURES. ENTANGLEMENT REMOVED DURING PHYSICAL RESTRAINT ON THE FIELD, NOT TAGGED.",NSI,"P8A, P7B",0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,11,7,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,PACKING STRAP ENTANGLEMENT. DISENTANGLED ON SCENE AND GREASE MARK APPLIED IN FIELD DURING SRO RESCUE.,NSI,"P8A, P7B",0,N,N
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,11,13,HAWAII LONGLINE SHALLOW SET FISHERY,OFFSHORE,CA,SI,"ANIMAL WAS HOOKED NOT ENTANGLED. UNABLE TO DETERMINE IF HOOKED IN THE MOUTH OR INGESTED.  ANIMAL WAS STRUGGLING AND FOR THE SAFETY OF THE VESSEL AND THE ANIMAL, WE CUT THE LINE. THE ENTIRE INTERACTION LASTED 1-2 MINUTES. UNABLE TO DEHOOK FOR SAFETY REASONS. CUT THE LINE BELOW THE WEIGHT, LEAVING THE HOOK, APPROX. 9 METERS OF  MONO WITH THE LIGHTSTICK ATTACHED. APPROX. 37 43 N AND 129 59 W.",SI,P5A,1,Y,Y
NORTHERN ELEPHANT SEAL,CALIFORNIA BREEDING,2013,11,19,CATCH SHARES BOTTOM TRAWL,OFFSHORE,CA,DEAD,"THERE WERE NO OBVIOUS SIGNS OF DECOMPOSITION AND APPEARED TO BE FAIRLY FRESH. ANIMALS HEAD WAS SHREDDED UP WITH WHAT LOOKED LIKE FRESH WOUNDS. IT CAME UP IN THE NET DEAD. MAY HAVE BEEN KILLED BY PROPELLER, BUT CAUSE OF DEATH UNKNOWN.",DEAD,NA,1,Y,Y
